name init coarse refined old_err coarse_err new_err delta improved mutated
2 -0.311527 -0.416246 -0.409225 11.180739 10.095792 10.086985 -0.097698 1 0
2 -0.246475 -0.368648 -0.363368 9.682569 8.237411 8.232048 -0.116893 1 0
2 -0.159618 -0.281791 -0.290426 7.760164 6.333457 6.320642 -0.130808 1 0
2 -0.044330 -0.253770 -0.249687 6.182041 5.128974 5.126924 -0.205357 1 0
2 0.075899 0.058446 0.056190 4.879919 4.761425 4.759438 -0.019710 1 0
2 0.209646 0.209646 0.202120 3.728887 3.728887 3.676928 -0.007526 1 0
2 0.315840 0.315840 0.318455 2.434046 2.434046 2.409376 0.002615 1 0
2 0.475848 0.475848 0.475298 1.296170 1.296170 1.294865 -0.000549 1 0
2 -0.868812 -0.886265 -0.884723 8.067128 7.821063 7.818771 -0.015911 1 0
2 0.623369 0.623369 0.624038 0.824093 0.824093 0.818912 0.000670 1 0
2 0.743665 0.743665 0.743989 2.166756 2.166756 2.166253 0.000325 1 0
2 -0.585948 -0.603402 -0.610823 6.878814 6.588744 6.552485 -0.024875 1 0
2 -0.441360 -0.476267 -0.472054 7.224042 6.884831 6.875336 -0.030694 1 0
2 -0.324038 -0.376398 -0.376088 6.633683 5.939011 5.938953 -0.052049 1 0
2 -0.200470 -0.270283 -0.269317 5.841286 5.058274 5.058013 -0.068847 1 0
2 -0.140685 -0.175592 -0.183963 4.427257 4.249882 4.240772 -0.043278 1 0
2 -0.041799 -0.041799 -0.039116 3.507463 3.507463 3.506611 0.002684 1 0
2 0.056137 0.056137 0.053391 2.404211 2.404211 2.401359 -0.002746 1 0
2 0.144697 0.144697 0.147402 2.658192 2.658192 2.653146 0.002706 1 0
2 0.267069 0.267069 0.273182 2.106897 2.106897 2.073061 0.006113 1 0
2 -0.901293 -0.918746 -0.917270 8.274806 7.974314 7.971985 -0.015977 1 0
2 0.553409 0.553409 0.557839 3.047441 3.047441 2.996714 0.004429 1 0
2 -0.785356 -0.802810 -0.800558 7.427273 7.192091 7.185315 -0.015201 1 0
2 0.688965 0.688965 0.692080 3.871544 3.871544 3.836463 0.003115 1 0
2 -0.671894 -0.689348 -0.688402 6.482634 6.231123 6.230636 -0.016508 1 0
2 -0.565454 -0.582908 -0.581081 5.267263 5.075808 5.073209 -0.015626 1 0
2 -0.431722 -0.449175 -0.453846 5.500040 5.294541 5.283182 -0.022124 1 0
2 -0.259793 -0.312153 -0.310964 6.218691 5.841548 5.841381 -0.051171 1 0
2 -0.217632 -0.252539 -0.260924 3.141942 2.862247 2.849156 -0.043292 1 0
2 0.064500 0.047047 0.048337 4.512880 4.424793 4.424034 -0.016163 1 0
2 0.143801 0.143801 0.146051 4.789774 4.789774 4.786113 0.002250 1 0
2 0.231823 0.231823 0.235499 5.548465 5.548465 5.528272 0.003676 1 0
2 0.407872 0.407872 0.410472 7.452701 7.452701 7.442078 0.002600 1 0
2 -1.034012 -1.051465 -1.054136 14.352382 13.919222 13.911559 -0.020125 1 0
2 0.512691 0.512691 0.515613 6.691284 6.691284 6.662072 0.002922 1 0
2 -0.907479 -0.924933 -0.931064 15.535366 15.121739 15.089637 -0.023584 1 0
2 0.620414 0.620414 0.628533 8.898013 8.898013 8.640409 0.008119 1 0
2 -0.723665 -0.636399 -0.639001 24.133754 22.162882 22.159788 0.084664 1 0
2 0.747811 0.747811 0.755353 9.269721 9.269721 8.943032 0.007541 1 0
2 -0.630221 -0.665127 -0.665270 14.509054 14.036669 14.036586 -0.035049 1 0
2 -0.481821 -0.534180 -0.528665 12.562818 12.008584 12.000073 -0.046845 1 0
2 -0.374818 -0.444631 -0.442111 11.675269 10.879779 10.878233 -0.067293 1 0
2 -0.270768 -0.375487 -0.371506 10.141423 8.754177 8.749548 -0.100739 1 0
2 -0.194076 -0.298796 -0.303532 7.356194 5.984101 5.979764 -0.109456 1 0
2 -0.138425 -0.208239 -0.211384 3.222265 2.731055 2.729357 -0.072959 1 0
2 -0.020143 -0.020143 -0.023204 1.227463 1.227463 1.214837 -0.003061 1 0
2 0.174670 0.174670 0.176912 1.283453 1.283453 1.266887 0.002242 1 0
2 -1.157112 -1.174565 -1.182561 16.335203 15.761694 15.696228 -0.025450 1 0
2 0.318416 0.318416 0.318984 1.559182 1.559182 1.538379 0.000568 1 0
2 -1.020963 -1.055869 -1.050003 16.279298 15.629657 15.599667 -0.029040 1 0
2 0.452723 0.452723 0.452108 3.139266 3.139266 3.138137 -0.000615 1 0
2 -0.883863 -0.918770 -0.918074 17.038831 16.333778 16.333403 -0.034211 1 0
2 0.589022 0.589022 0.589207 3.448538 3.448538 3.448345 0.000184 1 0
2 -0.751303 -0.786210 -0.789644 16.385176 15.705586 15.699695 -0.038341 1 0
2 0.720659 0.720659 0.723932 4.409576 4.409576 4.375532 0.003273 1 0
2 -0.607470 -0.659830 -0.654516 16.043772 15.334680 15.324108 -0.047047 1 0
2 -0.477342 -0.547155 -0.540690 15.342433 14.469681 14.457632 -0.063348 1 0
2 -0.379445 -0.466712 -0.464526 14.212353 13.032896 13.031715 -0.085080 1 0
2 -0.268158 -0.390331 -0.383185 11.379040 9.747448 9.737854 -0.115027 1 0
2 -0.231514 -0.318781 -0.322604 6.594087 5.081249 5.075887 -0.091090 1 0
2 -0.080953 -0.272939 -0.272743 6.657741 5.028939 5.028836 -0.191790 1 0
2 -0.008630 -0.026083 -0.020051 2.640030 2.553152 2.482350 -0.011421 1 0
2 0.171390 0.153936 0.159960 2.864697 2.837538 2.684977 -0.011429 1 0
2 0.310279 0.310279 0.310518 2.691167 2.691167 2.691057 0.000239 1 0
2 0.440484 0.440484 0.439709 2.798139 2.798139 2.796787 -0.000775 1 0
2 -0.917213 -0.934667 -0.935603 10.094439 9.731373 9.730278 -0.018390 1 0
2 0.589783 0.589783 0.590688 1.331335 1.331335 1.326481 0.000905 1 0
2 -0.930059 -0.947512 -0.940195 11.524521 11.477184 11.427920 -0.010136 1 0
2 0.726043 0.726043 0.724927 3.219820 3.219820 3.214138 -0.001116 1 0
2 -0.625601 -0.643055 -0.648621 10.173423 9.896097 9.876144 -0.023020 1 0
2 -0.480499 -0.515406 -0.514295 9.946340 9.565514 9.564862 -0.033796 1 0
2 -0.360883 -0.413243 -0.410745 9.502982 8.970232 8.968663 -0.049863 1 0
2 -0.224277 -0.311544 -0.308591 8.526671 7.464296 7.462511 -0.084313 1 0
2 -0.135305 -0.205118 -0.210833 6.129729 5.028170 5.011861 -0.075528 1 0
2 -0.089106 -0.158919 -0.154119 3.854608 3.447028 3.446070 -0.065013 1 0
2 0.026202 0.008748 0.016574 2.581613 2.555143 2.538598 -0.009628 1 0
2 0.146244 0.146244 0.141130 1.328587 1.328587 1.299078 -0.005114 1 0
2 0.263609 0.263609 0.274139 1.644028 1.644028 1.426605 0.010531 1 0
2 0.384543 0.384543 0.391412 2.953440 2.953440 2.864752 0.006869 1 0
2 0.516254 0.516254 0.523293 3.113076 3.113076 3.037299 0.007040 1 0
2 0.650319 0.650319 0.652883 3.716823 3.716823 3.694518 0.002564 1 0
2 -0.719058 -0.736511 -0.732654 4.804236 4.586557 4.558356 -0.013596 1 0
2 0.789585 0.789585 0.792841 5.541055 5.541055 5.511516 0.003255 1 0
2 -0.592862 -0.610315 -0.602170 3.349082 3.337834 3.211646 -0.009308 1 0
2 -0.490792 -0.490792 -0.499055 4.058374 4.058374 3.990934 -0.008264 1 0
2 -0.388803 -0.406256 -0.398052 3.737252 3.729162 3.667724 -0.009249 1 0
2 -0.300390 -0.265483 -0.257091 3.702065 3.092319 3.058688 0.043299 1 0
2 0.042132 0.024679 0.032646 2.213184 2.198145 2.178576 -0.009486 1 0
2 0.191962 0.174509 0.178397 3.156980 3.100376 3.018051 -0.013565 1 0
2 0.248029 0.248029 0.254014 3.126056 3.126056 3.046299 0.005985 1 0
2 0.365367 0.365367 0.371855 4.704265 4.704265 4.643138 0.006488 1 0
2 0.527385 0.527385 0.533979 6.533487 6.533487 6.461336 0.006594 1 0
2 -0.938304 -0.955758 -0.951492 9.082991 8.815029 8.782664 -0.013187 1 0
2 0.646452 0.646452 0.652108 7.629590 7.629590 7.572441 0.005656 1 0
2 -0.805563 -0.823016 -0.819766 9.075102 8.812439 8.794911 -0.014203 1 0
2 0.754833 0.754833 0.758637 8.228086 8.228086 8.196058 0.003804 1 0
2 -0.547763 -0.565216 -0.562301 7.268082 7.109746 7.101971 -0.014538 1 0
2 -0.378018 -0.412925 -0.406361 7.248665 6.953496 6.932914 -0.028343 1 0
2 -0.244466 -0.296826 -0.289104 6.961059 6.554216 6.538519 -0.044638 1 0
2 -0.137765 -0.207578 -0.206314 5.854322 5.142300 5.142187 -0.068549 1 0
2 -0.033586 -0.085946 -0.089969 3.450755 3.099999 3.097827 -0.056383 1 0
2 0.004101 0.021554 0.018886 2.399095 2.311222 2.309223 0.014786 1 0
2 0.152929 0.170383 0.163190 1.837125 1.813647 1.765949 0.010261 1 0
2 0.297987 0.297987 0.303249 2.350401 2.350401 2.311237 0.005262 1 0
2 -1.016851 -1.034305 -1.035340 10.776179 10.367832 10.366464 -0.018488 1 0
2 0.451047 0.451047 0.458993 2.703024 2.703024 2.605225 0.007946 1 0
2 -0.868499 -0.885952 -0.890052 11.284438 10.884060 10.868974 -0.021553 1 0
2 0.604368 0.604368 0.607880 3.172294 3.172294 3.121977 0.003512 1 0
2 -0.730237 -0.747690 -0.755593 11.633879 11.238615 11.192996 -0.025357 1 0
2 0.730777 0.730777 0.734071 4.285748 4.285748 4.229509 0.003294 1 0
2 -0.585059 -0.619966 -0.618910 11.858473 11.319005 11.318548 -0.033851 1 0
2 0.866927 0.866927 0.869473 4.913645 4.913645 4.862236 0.002547 1 0
2 -0.478602 -0.513508 -0.518493 11.149731 10.570917 10.560834 -0.039891 1 0
2 -0.351871 -0.404230 -0.403037 10.058294 9.357310 9.356932 -0.051167 1 0
2 -0.225760 -0.295573 -0.293600 7.888343 7.028675 7.027661 -0.067840 1 0
2 -0.122414 -0.209680 -0.208018 5.794005 4.479419 4.478442 -0.085604 1 0
2 0.023126 -0.133954 -0.137326 7.844347 6.354126 6.350068 -0.160452 1 0
2 0.142708 0.125255 0.121066 5.381328 5.009879 4.972615 -0.021643 1 0
2 0.267776 0.267776 0.261555 3.257976 3.257976 3.220248 -0.006221 1 0
2 0.400214 0.400214 0.399919 1.397150 1.397150 1.396489 -0.000295 1 0
2 0.503307 0.503307 0.506066 1.311208 1.311208 1.258854 0.002760 1 0
2 -0.870428 -0.887882 -0.886841 11.072617 10.791539 10.790417 -0.016413 1 0
2 0.617553 0.617553 0.620872 3.170109 3.170109 3.124034 0.003319 1 0
2 -0.777192 -0.794645 -0.792135 8.524038 8.274567 8.268037 -0.014943 1 0
2 0.744465 0.744465 0.749211 4.798668 4.798668 4.695099 0.004746 1 0
2 -0.653625 -0.671078 -0.671392 9.749401 9.513312 9.513205 -0.017768 1 0
2 -0.543973 -0.561427 -0.558130 7.795071 7.666731 7.659019 -0.014157 1 0
2 -0.404945 -0.422398 -0.426174 7.194028 7.036523 7.031273 -0.021229 1 0
2 -0.247305 -0.299665 -0.298797 5.753501 5.266091 5.265803 -0.051491 1 0
2 -0.140282 -0.227548 -0.226853 4.747514 3.971422 3.971303 -0.086571 1 0
2 0.018742 0.001288 0.006799 4.333836 4.303255 4.294979 -0.011943 1 0
2 0.046121 0.046121 0.051541 2.496052 2.496052 2.477211 0.005420 1 0
2 0.177340 0.194793 0.187433 2.233120 2.156951 1.996844 0.010094 1 0
2 0.299213 0.299213 0.307638 3.481142 3.481142 3.339878 0.008425 1 0
2 0.579340 0.596794 0.595453 15.597863 15.266222 15.263717 0.016112 1 0
2 -0.886400 -0.903853 -0.907770 12.469447 12.027364 12.011440 -0.021370 1 0
2 0.558930 0.558930 0.566137 5.738515 5.738515 5.613714 0.007207 1 0
2 -0.784472 -0.801926 -0.802537 10.492245 10.159848 10.159431 -0.018064 1 0
2 0.696013 0.696013 0.701173 6.384732 6.384732 6.285372 0.005160 1 0
2 -0.682293 -0.699746 -0.700491 10.058043 9.775688 9.774915 -0.018199 1 0
2 -0.576100 -0.593553 -0.593134 8.875798 8.688255 8.687944 -0.017035 1 0
2 -0.412662 -0.447568 -0.443440 8.003469 7.690546 7.683287 -0.030778 1 0
2 -0.353482 -0.353482 -0.353849 4.366970 4.366970 4.366905 -0.000367 1 0
2 -0.211241 -0.211241 -0.205900 3.722213 3.722213 3.719105 0.005340 1 0
2 0.038526 0.021073 0.023122 4.388011 4.227289 4.219537 -0.015405 1 0
2 0.169592 0.152139 0.156988 4.035430 3.997027 3.928906 -0.012603 1 0
2 0.304342 0.304342 0.303699 6.036987 6.036987 6.036137 -0.000643 1 0
2 0.409516 0.409516 0.412519 5.695952 5.695952 5.631231 0.003002 1 0
2 -1.043005 -1.060458 -1.062068 14.343532 13.887901 13.884531 -0.019063 1 0
2 0.536200 0.536200 0.540382 6.623761 6.623761 6.556659 0.004182 1 0
2 -0.924385 -0.941838 -0.941096 12.291480 11.916503 11.915705 -0.016711 1 0
2 0.633712 0.633712 0.639160 8.283027 8.283027 8.136062 0.005448 1 0
2 -0.798020 -0.815474 -0.816944 11.964338 11.607421 11.605064 -0.018924 1 0
2 -0.673432 -0.690885 -0.692139 11.285517 11.028068 11.026892 -0.018707 1 0
2 -0.534781 -0.552234 -0.559228 10.553873 10.283020 10.256513 -0.024447 1 0
2 -0.370388 -0.405294 -0.414148 10.731437 10.304957 10.285000 -0.043760 1 0
2 -0.284232 -0.336592 -0.329570 7.463874 7.038310 7.024940 -0.045338 1 0
2 -0.181597 -0.251410 -0.247831 5.243899 4.541012 4.538213 -0.066234 1 0
2 -0.064343 -0.169063 -0.166813 3.958301 3.109671 3.108969 -0.102469 1 0
2 0.037311 0.037311 0.028748 1.468107 1.468107 1.410803 -0.008563 1 0
2 0.164667 0.164667 0.170584 1.792682 1.792682 1.755165 0.005917 1 0
2 0.322157 0.322157 0.326435 3.104574 3.104574 3.073660 0.004278 1 0
2 -1.044298 -1.079204 -1.071727 17.836344 17.237582 17.189351 -0.027429 1 0
2 0.449813 0.449813 0.453653 3.737017 3.737017 3.690092 0.003840 1 0
2 -0.915920 -0.933373 -0.941212 15.435616 14.952542 14.899600 -0.025292 1 0
2 0.579981 0.579981 0.582774 4.422755 4.422755 4.388550 0.002793 1 0
2 -0.791188 -0.808641 -0.817415 14.310661 13.866353 13.807321 -0.026227 1 0
2 0.707461 0.707461 0.713219 6.397212 6.397212 6.285248 0.005759 1 0
2 -0.639270 -0.674177 -0.667090 12.356694 11.941907 11.910797 -0.027820 1 0
2 0.832148 0.832148 0.836583 6.026827 6.026827 5.890884 0.004435 1 0
2 -0.510662 -0.545569 -0.544310 12.141910 11.688481 11.687673 -0.033648 1 0
2 -0.372449 -0.424809 -0.418549 10.693205 10.089131 10.075138 -0.046100 1 0
2 -0.293029 -0.345389 -0.343442 9.065792 8.485170 8.483783 -0.050413 1 0
2 -0.186373 -0.256186 -0.258906 7.798532 6.985477 6.984090 -0.072533 1 0
2 -0.080444 -0.150257 -0.155884 3.664299 2.824952 2.818311 -0.075440 1 0
2 0.037531 -0.067188 -0.072937 3.627750 3.139513 3.138927 -0.110469 1 0
2 0.125733 0.125733 0.120728 1.896254 1.896254 1.875009 -0.005004 1 0
2 0.271198 0.271198 0.271686 2.723367 2.723367 2.723265 0.000488 1 0
2 0.416103 0.416103 0.418896 3.481596 3.481596 3.453113 0.002793 1 0
2 0.527814 0.527814 0.531092 4.548012 4.548012 4.525666 0.003278 1 0
2 0.698872 0.698872 0.702766 2.427585 2.427585 2.364006 0.003894 1 0
2 -0.688060 -0.705513 -0.702934 7.959934 7.732313 7.725615 -0.014874 1 0
2 0.828198 0.828198 0.833550 3.596306 3.596306 3.457582 0.005352 1 0
2 -0.567203 -0.584656 -0.580908 6.795140 6.643395 6.629789 -0.013705 1 0
2 -0.408224 -0.425678 -0.419288 5.770541 5.716165 5.683518 -0.011064 1 0
2 -0.251885 -0.286791 -0.284289 4.709087 4.157728 4.123816 -0.032404 1 0
2 -0.130260 -0.165166 -0.165695 3.252297 2.603051 2.602585 -0.035435 1 0
2 -0.055513 -0.072966 -0.070652 2.379176 2.336185 2.335075 -0.015139 1 0
2 0.046826 0.081733 0.074366 2.842388 2.677110 2.660211 0.027540 1 0
2 0.130337 0.165243 0.163027 3.475874 3.069918 3.066999 0.032690 1 0
2 0.220909 0.255815 0.252422 3.403636 2.732967 2.712248 0.031513 1 0
2 0.374135 0.391588 0.391066 2.358995 1.981297 1.979986 0.016932 1 0
2 0.486884 0.504337 0.502906 3.790314 3.514104 3.510351 0.016022 1 0
2 0.698191 0.698191 0.702756 6.514540 6.514540 6.473694 0.004564 1 0
2 0.764896 0.782350 0.775772 5.921596 5.817819 5.740512 0.010876 1 0
2 -0.608303 -0.625756 -0.618917 5.232368 5.144427 5.075939 -0.010614 1 0
2 -0.481516 -0.481516 -0.487915 2.585925 2.585925 2.501763 -0.006399 1 0
2 -0.323934 -0.341388 -0.334083 2.594442 2.553959 2.503715 -0.010149 1 0
2 -0.277864 -0.260411 -0.264667 1.420134 1.322309 1.310183 0.013197 1 0
2 -0.153092 -0.083279 -0.085056 3.614789 3.042191 3.041809 0.068036 1 0
2 0.181721 0.146815 0.145598 3.870562 3.578462 3.577963 -0.036124 1 0
2 0.232278 0.232278 0.240767 2.350727 2.350727 2.280119 0.008489 1 0
2 0.354582 0.372035 0.367342 4.879389 4.729803 4.689003 0.012761 1 0
2 0.496211 0.496211 0.503850 5.562519 5.562519 5.464606 0.007639 1 0
2 -0.942153 -0.959607 -0.952959 8.200535 8.036906 7.932760 -0.010806 1 0
2 0.619881 0.619881 0.629239 7.369234 7.369234 7.197166 0.009358 1 0
2 -0.821460 -0.838913 -0.832203 7.883741 7.748675 7.667389 -0.010743 1 0
2 0.739385 0.756838 0.752063 8.897165 8.737422 8.631217 0.012679 1 0
2 -0.679142 -0.696596 -0.690602 7.689533 7.556273 7.506332 -0.011459 1 0
2 0.867116 0.884569 0.877610 9.024350 9.004421 8.859403 0.010494 1 0
2 -0.551556 -0.569010 -0.564164 6.935286 6.799203 6.775101 -0.012608 1 0
2 -0.410409 -0.427862 -0.428218 6.092988 5.883843 5.883704 -0.017809 1 0
2 -0.254112 -0.289019 -0.282961 5.164962 4.884035 4.867596 -0.028849 1 0
2 -0.152618 -0.187524 -0.196934 3.906253 3.323163 3.255106 -0.044317 1 0
2 -0.055911 -0.090818 -0.093374 2.373686 1.996255 1.992399 -0.037463 1 0
2 0.034465 0.034465 0.042268 1.500357 1.500357 1.489206 0.007803 1 0
2 0.117662 0.152569 0.147691 2.763527 2.412461 2.395105 0.030029 1 0
2 0.299948 0.317401 0.311338 2.609932 2.530020 2.473416 0.011390 1 0
2 0.446651 0.446651 0.455724 2.941147 2.941147 2.809356 0.009072 1 0
2 -0.891738 -0.909191 -0.913191 12.780662 12.373744 12.359390 -0.021454 1 0
2 0.790039 0.807493 0.811586 17.880405 17.477848 17.462248 0.021546 1 0
2 -0.740332 -0.757786 -0.761954 11.137658 10.769277 10.753818 -0.021622 1 0
2 0.721604 0.721604 0.729576 5.625017 5.625017 5.483842 0.007972 1 0
2 -0.603936 -0.621389 -0.626979 10.035628 9.703301 9.680256 -0.023043 1 0
2 0.861278 0.861278 0.867888 5.208358 5.208358 5.069868 0.006611 1 0
2 -0.454021 -0.488928 -0.488115 9.616891 9.116699 9.116442 -0.034094 1 0
2 -0.315231 -0.367591 -0.365155 9.295763 8.616640 8.614014 -0.049924 1 0
2 -0.219194 -0.289007 -0.283037 8.116913 7.190538 7.178049 -0.063843 1 0
2 -0.140458 -0.210271 -0.205838 5.581447 4.612390 4.604743 -0.065380 1 0
2 0.008803 -0.113370 -0.106240 5.543361 4.411870 4.345721 -0.115043 1 0
2 0.020570 0.020570 0.021701 2.172271 2.172271 2.172114 0.001131 1 0
2 0.230894 0.230894 0.234468 1.709774 1.709774 1.688262 0.003574 1 0
2 0.416186 0.416186 0.413318 3.134099 3.134099 3.121115 -0.002868 1 0
2 0.525542 0.525542 0.529921 2.823388 2.823388 2.756916 0.004379 1 0
2 0.667586 0.667586 0.668281 1.401047 1.401047 1.384087 0.000695 1 0
2 -0.727950 -0.745403 -0.745104 9.865972 9.610030 9.609911 -0.017154 1 0
2 0.764331 0.764331 0.767322 3.460010 3.460010 3.415878 0.002991 1 0
2 -0.628378 -0.645831 -0.645403 9.030823 8.806001 8.805872 -0.017025 1 0
2 -0.500113 -0.517566 -0.514591 6.627342 6.485224 6.478816 -0.014478 1 0
2 -0.332070 -0.349524 -0.351351 5.197936 5.051130 5.049713 -0.019281 1 0
2 -0.231923 -0.266830 -0.266096 5.674725 5.451566 5.451534 -0.034173 1 0
2 -0.093128 -0.180395 -0.180406 4.968414 4.210547 4.210559 -0.087278 1 0
2 0.078746 0.061293 0.067671 5.129037 5.114794 5.107122 -0.011075 1 0
2 0.184022 0.184022 0.186521 6.646964 6.646964 6.644690 0.002499 1 0
2 0.200589 0.218042 0.224455 3.471627 3.019977 2.963745 0.023866 1 0
2 0.305425 0.322879 0.321597 4.424801 4.163453 4.161097 0.016171 1 0
2 0.647661 0.665114 0.668304 17.010556 16.586503 16.574955 0.020643 1 0
2 -0.846842 -0.864295 -0.862097 8.765571 8.491161 8.484722 -0.015255 1 0
2 0.675645 0.675645 0.677354 8.093225 8.093225 8.083584 0.001709 1 0
2 -0.705530 -0.722984 -0.721007 8.672845 8.456179 8.452583 -0.015477 1 0
2 0.777145 0.777145 0.781027 10.316198 10.316198 10.279558 0.003882 1 0
2 -0.602447 -0.619900 -0.622143 8.647098 8.388607 8.384670 -0.019696 1 0
2 -0.506901 -0.524354 -0.526240 7.306728 7.100152 7.098111 -0.019339 1 0
2 -0.404859 -0.422313 -0.415107 3.288366 3.252813 3.218063 -0.010248 1 0
2 -0.322696 -0.305242 -0.296229 3.342773 3.173530 3.129541 0.026466 1 0
2 -0.068370 -0.120730 -0.122639 2.948113 2.635441 2.635265 -0.054269 1 0
2 0.076961 0.076961 0.074405 3.058679 3.058679 3.054657 -0.002556 1 0
2 0.249998 0.249998 0.249341 3.869810 3.869810 3.864465 -0.000657 1 0
2 0.376783 0.376783 0.382485 5.108711 5.108711 5.031075 0.005702 1 0
2 -1.040513 -1.057966 -1.057770 12.145075 11.789617 11.789471 -0.017257 1 0
2 0.483425 0.483425 0.494433 7.092229 7.092229 6.861161 0.011008 1 0
2 -0.906300 -0.923753 -0.925976 11.883292 11.508155 11.502382 -0.019676 1 0
2 0.602256 0.602256 0.606471 6.510202 6.510202 6.459886 0.004215 1 0
2 0.751995 0.751995 0.755084 9.247783 9.247783 9.221807 0.003089 1 0
2 -0.662060 -0.679514 -0.682668 9.278541 9.021064 9.014232 -0.020608 1 0
2 -0.483425 -0.518332 -0.526911 10.459458 9.939573 9.913149 -0.043485 1 0
2 -0.361877 -0.414237 -0.422031 8.492638 7.687390 7.665557 -0.060154 1 0
2 -0.263783 -0.333596 -0.329009 6.680353 5.501551 5.485950 -0.065226 1 0
2 -0.161635 -0.248902 -0.248195 6.194922 5.255733 5.255529 -0.086559 1 0
2 -0.088019 -0.175286 -0.183067 3.812630 3.416827 3.414966 -0.095048 1 0
2 -0.024436 -0.024436 -0.029924 1.311186 1.311186 1.277168 -0.005488 1 0
2 0.140844 0.140844 0.141085 1.663775 1.663775 1.663441 0.000241 1 0
2 0.305296 0.305296 0.306330 1.696263 1.696263 1.693680 0.001033 1 0
2 -1.015723 -1.050630 -1.042676 12.540503 12.056569 12.001593 -0.026953 1 0
2 0.453561 0.453561 0.453638 3.265054 3.265054 3.264954 0.000078 1 0
2 -0.857260 -0.892166 -0.892992 13.559469 12.906717 12.906164 -0.035732 1 0
2 0.587277 0.587277 0.587763 2.751116 2.751116 2.750228 0.000486 1 0
2 -0.729664 -0.764570 -0.771194 13.617023 12.971035 12.952022 -0.041531 1 0
2 0.714417 0.714417 0.715154 4.378350 4.378350 4.376956 0.000737 1 0
2 -0.575506 -0.645320 -0.639636 14.992372 14.050583 14.042561 -0.064130 1 0
2 -0.458566 -0.545833 -0.551684 15.338845 13.945375 13.937376 -0.093118 1 0
2 -0.359190 -0.463910 -0.461531 12.060387 10.658715 10.657497 -0.102340 1 0
2 -0.265007 -0.369726 -0.373978 8.268357 6.737067 6.732542 -0.108971 1 0
2 -0.195642 -0.317815 -0.318014 7.311548 5.857255 5.857229 -0.122372 1 0
2 -0.113438 -0.305424 -0.304930 6.602799 5.358600 5.358575 -0.191492 1 0
2 0.016765 -0.018141 -0.010683 6.263786 6.115849 6.106355 -0.027448 1 0
2 0.241538 0.224084 0.228754 5.206840 5.081392 5.061805 -0.012784 1 0
2 0.346566 0.329112 0.336005 2.501679 2.490204 2.371434 -0.010560 1 0
2 -1.021792 -1.039245 -1.046300 10.710180 10.298230 10.256057 -0.024508 1 0
2 0.493070 0.493070 0.486128 3.419506 3.419506 3.303270 -0.006942 1 0
2 -0.905622 -0.923075 -0.930632 9.219394 8.841318 8.800447 -0.025010 1 0
2 0.591736 0.591736 0.589199 2.176228 2.176228 2.127961 -0.002537 1 0
2 -0.779575 -0.797028 -0.803597 9.261134 8.975959 8.951946 -0.024022 1 0
2 -0.657172 -0.674625 -0.679041 7.022482 6.799720 6.789721 -0.021869 1 0
2 -0.451715 -0.504075 -0.509070 8.766125 8.098826 8.091338 -0.057355 1 0
2 -0.355572 -0.425385 -0.426805 7.205840 6.035669 6.034206 -0.071233 1 0
2 -0.226647 -0.348820 -0.342990 7.930702 6.833279 6.828894 -0.116343 1 0
2 -0.143968 -0.283595 -0.283501 6.944209 6.082879 6.082916 -0.139532 1 0
2 -0.105646 -0.175459 -0.179614 5.004323 4.841074 4.840448 -0.073968 1 0
2 -0.010895 -0.028348 -0.028192 3.975549 3.920092 3.920030 -0.017297 1 0
2 0.128739 0.128739 0.122299 2.551374 2.551374 2.516749 -0.006440 1 0
2 0.264080 0.264080 0.261829 1.994698 1.994698 1.979734 -0.002250 1 0
2 -0.908700 -0.926153 -0.930903 9.404028 9.080933 9.063563 -0.022203 1 0
2 0.509996 0.509996 0.512012 2.233822 2.233822 2.222190 0.002016 1 0
2 -0.804461 -0.839368 -0.832386 7.475558 7.083858 7.046824 -0.027925 1 0
2 0.661487 0.661487 0.662503 2.693459 2.693459 2.689759 0.001016 1 0
2 -0.696899 -0.714352 -0.719588 6.438061 6.156330 6.138250 -0.022689 1 0
2 -0.593695 -0.628601 -0.620477 5.833835 5.549556 5.510521 -0.026782 1 0
2 -0.494598 -0.512051 -0.516728 5.044801 4.882528 4.873971 -0.022130 1 0
2 -0.321427 -0.338881 -0.339994 3.552341 3.501661 3.501277 -0.018567 1 0
2 -0.128063 -0.250236 -0.248517 4.080976 3.060481 3.060007 -0.120454 1 0
2 -0.032966 -0.050420 -0.046741 2.444616 2.342132 2.330241 -0.013774 1 0
2 0.111268 0.111268 0.104835 4.073501 4.073501 4.058425 -0.006433 1 0
2 0.232316 0.232316 0.230518 2.964838 2.964838 2.961829 -0.001798 1 0
2 0.352929 0.352929 0.353456 3.975544 3.975544 3.975346 0.000527 1 0
2 -1.024085 -1.041538 -1.043123 9.258396 8.951042 8.949001 -0.019039 1 0
2 0.485814 0.485814 0.487515 4.022217 4.022217 4.017570 0.001702 1 0
2 -0.908799 -0.926253 -0.926998 8.422716 8.157046 8.156436 -0.018199 1 0
2 0.585328 0.585328 0.590080 7.117546 7.117546 7.086102 0.004751 1 0
2 -0.675451 -0.692905 -0.697785 7.506253 7.275303 7.261998 -0.022334 1 0
2 -0.519353 -0.554260 -0.547415 7.554719 7.343430 7.327940 -0.028061 1 0
2 -0.365864 -0.418223 -0.409943 6.427947 6.086012 6.068494 -0.044079 1 0
