name init coarse refined old_err coarse_err new_err delta improved mutated
2 -0.484910 -0.502363 -0.500157 5.317927 5.166103 5.162857 -0.015247 1 0
2 -0.394132 -0.394132 -0.401463 3.831922 3.831922 3.797162 -0.007331 1 0
2 -0.252101 -0.269554 -0.265045 2.231769 2.174525 2.166797 -0.012944 1 0
2 0.010009 -0.024898 -0.017611 3.232864 3.133236 3.126310 -0.027620 1 0
2 0.166502 0.149049 0.156300 4.954803 4.937617 4.911889 -0.010203 1 0
2 0.288231 0.288231 0.289569 5.693160 5.693160 5.691762 0.001338 1 0
2 0.406934 0.406934 0.411120 5.589724 5.589724 5.530914 0.004186 1 0
2 -1.043041 -1.060494 -1.055955 9.844677 9.570722 9.532703 -0.012914 1 0
2 0.537767 0.537767 0.546187 7.424825 7.424825 7.275774 0.008420 1 0
2 -0.905004 -0.922457 -0.919142 9.386282 9.113833 9.096971 -0.014138 1 0
2 0.637538 0.654991 0.651781 8.494445 8.237392 8.179605 0.014243 1 0
2 -0.765113 -0.782566 -0.779567 8.772267 8.525019 8.513795 -0.014454 1 0
2 0.775467 0.775467 0.781894 8.328270 8.328270 8.251316 0.006427 1 0
2 -0.623807 -0.641261 -0.640216 8.188811 7.985428 7.984046 -0.016408 1 0
2 -0.470501 -0.487954 -0.492568 7.074784 6.846659 6.834866 -0.022067 1 0
2 -0.311021 -0.345928 -0.348687 6.124589 5.668499 5.665729 -0.037666 1 0
2 -0.160693 -0.230506 -0.232305 5.932602 5.066053 5.065206 -0.071611 1 0
2 -0.092050 -0.144410 -0.142316 3.379823 2.950286 2.949069 -0.050266 1 0
2 0.003616 0.003616 0.009679 1.349015 1.349015 1.342382 0.006063 1 0
2 0.146731 0.146731 0.155573 1.541009 1.541009 1.445738 0.008841 1 0
2 0.292095 0.292095 0.299047 2.465038 2.465038 2.358347 0.006952 1 0
2 -1.030343 -1.047797 -1.050570 12.501021 12.089291 12.080826 -0.020227 1 0
2 0.444296 0.444296 0.449987 2.845353 2.845353 2.764488 0.005692 1 0
2 -0.877377 -0.894830 -0.899254 11.731188 11.342857 11.324823 -0.021878 1 0
2 0.593522 0.593522 0.598036 3.848536 3.848536 3.772913 0.004515 1 0
2 -0.732317 -0.749771 -0.756058 10.853301 10.497345 10.468122 -0.023740 1 0
2 0.738003 0.738003 0.745267 5.085024 5.085024 4.940202 0.007264 1 0
2 -0.592998 -0.610451 -0.619169 9.409933 9.076987 9.030796 -0.026171 1 0
2 -0.434546 -0.469453 -0.476344 8.956408 8.380992 8.362054 -0.041798 1 0
2 -0.297255 -0.367068 -0.360408 8.251532 7.269886 7.254072 -0.063153 1 0
2 -0.219960 -0.289773 -0.289839 6.548588 5.348564 5.348457 -0.069879 1 0
2 -0.123521 -0.210788 -0.218839 5.733447 4.568436 4.554565 -0.095317 1 0
2 -0.008507 -0.130680 -0.124514 4.214559 3.605401 3.603322 -0.116007 1 0
2 0.145321 0.127868 0.123540 3.830749 3.561047 3.546434 -0.021781 1 0
