sec nanosec target_world_x target_world_y target_world_z filtered_world_x filtered_world_y filtered_world_z raw_yaw filter_yaw center_x center_y center_r center_vx center_vy method solve_ok time_cost
1 483333333 3.05082 0.206933 0.215849 3.02859 0.20397 0.214444 -2.05871 -0.436866 3.26359 0.0942367 0.259355 1.00305 0.491314 ekf 1 0.130912
1 500000000 3.0422 0.219111 0.216008 3.04513 0.218398 0.216269 -2.12016 -0.486973 3.27412 0.0971491 0.259106 0.947343 0.44266 ekf 1 0.133369
1 516666666 3.06953 0.233781 0.21725 3.06742 0.232701 0.217682 -2.16707 -0.538258 3.28996 0.0998273 0.259195 0.947766 0.402893 ekf 1 0.127918
1 533333333 3.13494 0.250731 0.222783 3.11233 0.247528 0.221811 -2.19722 -0.584946 3.33062 0.102965 0.261817 1.1203 0.380281 ekf 1 0.186846
1 550000000 3.10912 -0.229806 0.145235 3.10912 -0.229806 0.145235 -0.832508 -0.584946 3.33062 0.102965 0 1.1203 0.380281 ekf 0 0.186846
1 566666666 3.16851 -0.223463 0.146102 3.16893 -0.224502 0.146101 -0.914646 0.663063 3.37152 -0.0662672 0.257069 0.00699662 0.033785 ekf 1 0.377347
1 583333333 3.10186 -0.207213 0.142724 3.124 -0.212699 0.143308 -0.950208 0.640944 3.33442 -0.0557167 0.262533 -0.918015 0.268405 ekf 1 0.17365
1 600000000 3.05159 -0.19198 0.140304 3.07042 -0.197205 0.140568 -0.983874 0.617799 3.28675 -0.0434818 0.265386 -1.77626 0.502485 ekf 1 0.190119
1 616666666 3.01618 -0.177319 0.138649 3.02447 -0.180785 0.138599 -1.02282 0.59011 3.2455 -0.0327599 0.266016 -2.05201 0.598026 ekf 1 0.188752
1 633333333 3.00334 -0.163726 0.137352 2.99786 -0.165159 0.13713 -1.07538 0.553124 3.22375 -0.0256901 0.265479 -1.87594 0.585987 ekf 1 0.187357
1 649999999 2.94806 -0.147571 0.135505 2.95507 -0.149562 0.13542 -1.09834 0.518692 3.18603 -0.0177197 0.265947 -1.97495 0.577438 ekf 1 0.180938
1 666666666 2.91947 -0.132795 0.132932 2.91987 -0.13404 0.13312 -1.14067 0.479746 3.15576 -0.011309 0.265909 -1.94987 0.549044 ekf 1 0.188366
1 683333333 2.94468 -0.120067 0.134648 2.91779 -0.118836 0.133541 -1.20574 0.430203 3.15774 -0.00873123 0.264005 -1.61278 0.486317 ekf 1 0.178143
1 700000000 2.93337 -0.105174 0.134254 2.91259 -0.103853 0.133501 -1.26664 0.374264 3.15654 -0.00803688 0.262089 -1.38919 0.423569 ekf 1 0.19824
1 716666666 2.97773 -0.0916812 0.137381 2.97773 -0.0916812 0.137381 -1.36575 0.374264 3.15654 -0.00803688 0 -1.38919 0.423569 ekf 0 0.19824
1 733333333 2.89522 -0.0747451 0.132333 2.89568 -0.0752558 0.132338 -1.33056 0.236723 3.14899 -0.0141459 0.260576 -0.00831207 0.0130215 ekf 1 0.289565
1 750000000 2.90295 -0.0596079 0.134289 2.90057 -0.0643931 0.13395 -1.4056 0.200136 3.15515 -0.0127511 0.259764 0.0986579 0.212483 ekf 1 0.179658
1 766666666 2.92004 -0.0446903 0.135557 2.91441 -0.0490638 0.135428 -1.49254 0.150539 3.17067 -0.0101928 0.25919 0.380158 0.391003 ekf 1 0.402351
1 783333333 2.87754 -0.0287411 0.133435 2.89246 -0.0331689 0.134177 -1.44679 0.137956 3.15185 0.00284336 0.261872 -0.150211 0.538051 ekf 1 0.180824
1 800000000 2.87375 -0.013611 0.133537 2.87981 -0.0168069 0.133805 -1.49144 0.11359 3.14059 0.0129433 0.262473 -0.300023 0.583341 ekf 1 0.179437
1 816666666 2.86062 0.00178206 0.133775 2.86639 -0.00046843 0.133834 -1.54564 0.0773491 3.12842 0.0198397 0.262813 -0.399692 0.566508 ekf 1 0.182035
1 833333333 2.86263 0.0175506 0.133848 2.86163 0.0160475 0.133887 -1.61644 0.0266975 3.12428 0.0230615 0.26275 -0.373024 0.509194 ekf 1 6.53942
1 850000000 2.86922 0.0327968 0.135545 2.86311 0.0309916 0.135057 -1.58186 0.00362988 3.12593 0.0319456 0.262823 -0.29944 0.513548 ekf 1 0.101556
1 866666666 2.85866 0.0485171 0.134344 2.85858 0.0467886 0.13467 -1.63978 -0.0322241 3.12129 0.03832 0.262848 -0.29604 0.495342 ekf 1 0.490758
1 883333333 2.86831 0.0637991 0.135119 2.86163 0.062226 0.135034 -1.66096 -0.064135 3.12397 0.0453781 0.262875 -0.239696 0.485248 ekf 1 0.19164
1 899999999 2.85582 0.0786161 0.135356 2.85718 0.0779085 0.13532 -1.72988 -0.109443 3.11834 0.0492114 0.262734 -0.248992 0.454467 ekf 1 0.191631
1 916666666 2.88014 0.0940839 0.13788 2.86751 0.0930611 0.137081 -1.74534 -0.146066 3.1277 0.0547826 0.262997 -0.167958 0.439934 ekf 1 0.175239
1 933333333 2.87404 0.108662 0.138294 2.87026 0.108298 0.138005 -1.80413 -0.19066 3.12841 0.0584733 0.262916 -0.147621 0.417102 ekf 1 0.173609
1 950000000 2.886 0.123623 0.139967 2.87794 0.123226 0.139434 -1.83993 -0.233373 3.13393 0.0623765 0.263123 -0.106698 0.399055 ekf 1 0.171929
1 966666666 2.88335 0.137741 0.140325 2.88106 0.138038 0.140193 -1.89892 -0.28203 3.13352 0.0648873 0.262843 -0.0989944 0.376806 ekf 1 0.174562
