t_rel target_x target_y target_z filtered_x filtered_y filtered_z raw_yaw filter_yaw center_x center_y center_r center_vx center_vy solve_ok time_cost dx_raw dy_raw dpos_raw dx_flt dy_flt dpos_flt dyaw mutation res_x res_y res_norm yaw_from_neg90 err_raw_x err_raw_y err_flt_x err_flt_y
2.483333 2.917760 0.107598 0.198614 2.917760 0.107598 0.198614 -1.745450 -0.079466 3.184830 0.072111 0.000000 0.004282 -0.003255 0 0.202422 -0.008400 0.015019 0.017208 -0.008370 0.014886 0.017078 -0.098300 0 nan nan nan 0.174654 -0.029612 0.049200 -0.029612 0.049200
2.500000 2.919520 0.123066 0.199647 2.919970 0.123327 0.199646 -1.810770 -0.233889 3.172740 0.063104 0.259848 -0.000106 -0.008949 1 0.201255 0.001760 0.015468 0.015568 0.002210 0.015729 0.015883 -0.065320 0 -0.000818 -0.001798 0.001976 0.239974 -0.027852 0.064668 -0.027402 0.064929
2.516667 2.938900 0.138781 0.201747 2.932910 0.133723 0.201384 -1.850460 -0.257627 3.184510 0.067433 0.260178 0.252876 0.201370 1 0.189720 0.019380 0.015715 0.024951 0.012940 0.010396 0.016599 -0.039690 0 0.004460 -0.000470 0.004484 0.279664 -0.008472 0.080383 -0.014462 0.075325
2.533333 2.934360 0.153466 0.200927 2.935620 0.148581 0.201207 -1.910650 -0.291271 3.185440 0.073685 0.260809 0.193979 0.409323 1 0.187078 -0.004540 0.014685 0.015371 0.002710 0.014858 0.015103 -0.060190 0 -0.005188 -0.007160 0.008842 0.339854 -0.013012 0.095068 -0.011752 0.090183
2.550000 2.949210 0.168430 0.202582 2.946110 0.164699 0.202371 -1.959260 -0.329003 3.192950 0.080423 0.260834 0.294568 0.496046 1 0.177258 0.014850 0.014964 0.021082 0.010490 0.016118 0.019231 -0.048610 0 -0.002340 -0.010789 0.011040 0.388464 0.001838 0.110032 -0.001262 0.106301
2.566667 2.976040 0.183616 0.206571 2.967250 0.180583 0.205636 -1.997650 -0.368341 3.210420 0.086728 0.260656 0.504369 0.510939 1 0.184407 0.026830 0.015186 0.030830 0.021140 0.015884 0.026442 -0.038390 0 0.002888 -0.011026 0.011398 0.426854 0.028668 0.125218 0.019878 0.122185
2.583333 3.009100 0.199027 0.209950 2.996380 0.196237 0.209094 -2.037120 -0.410063 3.235420 0.092325 0.260647 0.726286 0.496270 1 0.244875 0.033060 0.015411 0.036476 0.029130 0.015654 0.033070 -0.039470 0 0.006497 -0.010486 0.012336 0.466324 0.061728 0.140629 0.049008 0.137839
2.600000 3.036130 0.213962 0.213230 3.025420 0.211580 0.212516 -2.084160 -0.455955 3.259640 0.096714 0.260868 0.861423 0.464665 1 0.192246 0.027030 0.014935 0.030882 0.029040 0.015343 0.032844 -0.047040 0 0.003731 -0.010867 0.011490 0.513364 0.088758 0.155564 0.078048 0.153182
2.616667 3.019240 0.225380 0.212536 3.030220 0.225432 0.213197 -2.148500 -0.509756 3.257320 0.098471 0.260185 0.709010 0.407606 1 0.178420 -0.016890 0.011418 0.020387 0.004800 0.013852 0.014660 -0.064340 0 -0.020118 -0.015178 0.025202 0.577704 0.071868 0.166982 0.082848 0.167034
2.633333 3.088400 0.243035 0.217398 3.068770 0.240168 0.216639 -2.179220 -0.559034 3.290810 0.101257 0.261915 0.881366 0.378042 1 0.188287 0.069160 0.017655 0.071378 0.038550 0.014736 0.041270 -0.030720 0 0.012504 -0.007926 0.014805 0.608424 0.141028 0.184637 0.121398 0.181770
2.650000 3.130310 0.257753 0.222134 3.110190 0.254733 0.221000 -2.222240 -0.607830 3.326930 0.103950 0.264028 1.031790 0.353750 1 0.188185 0.041910 0.014718 0.044419 0.041420 0.014565 0.043906 -0.043020 0 0.013338 -0.006286 0.014745 0.651444 0.182938 0.199355 0.162818 0.196335
2.666667 3.167820 0.272050 0.225441 3.150710 0.269123 0.224738 -2.268300 -0.656892 3.361410 0.106643 0.266073 1.140550 0.333552 1 0.196112 0.037510 0.014297 0.040142 0.040520 0.014390 0.042999 -0.046060 0 0.010341 -0.005493 0.011710 0.697504 0.220448 0.213652 0.203338 0.210725
2.683333 3.197170 0.285231 0.228159 3.186490 0.282985 0.227848 -2.313570 -0.705423 3.390130 0.109569 0.267470 1.195950 0.317379 1 0.188891 0.029350 0.013181 0.032174 0.035780 0.013862 0.038371 -0.045270 0 0.004057 -0.005237 0.006625 0.742774 0.249798 0.226833 0.239118 0.224587
2.700000 3.081580 0.284822 0.220808 3.148310 0.292759 0.224121 -2.398310 -0.762013 3.333810 0.115733 0.256419 0.794763 0.305717 1 0.190233 -0.115590 -0.000409 0.115591 -0.038180 0.009774 0.039411 -0.084740 1 -0.078709 -0.019700 0.081137 0.827514 0.134208 0.226424 0.200938 0.234361
2.716667 2.953330 -0.181238 0.133834 2.953330 -0.181238 0.133834 -0.978826 -0.762013 3.333810 0.115733 0.000000 0.794763 0.305717 0 0.190233 -0.128250 -0.466060 0.483384 -0.194980 -0.473997 0.512533 1.419484 1 nan nan nan 0.591970 0.005958 -0.239636 0.005958 -0.239636
2.733333 2.954830 -0.169009 0.132468 2.955090 -0.170081 0.132469 -1.029590 0.545218 3.175890 -0.036155 0.258244 0.000679 0.028958 1 0.173645 0.001500 0.012229 0.012321 0.001760 0.011157 0.011295 -0.050764 0 0.000278 0.000186 0.000334 0.541206 0.007458 -0.227407 0.007718 -0.228479
2.750000 2.938920 -0.155217 0.132067 2.944300 -0.159750 0.132136 -1.075250 0.519611 3.169420 -0.030974 0.259345 -0.221066 0.220655 1 0.185924 -0.015910 0.013792 0.021056 -0.010790 0.010331 0.014938 -0.045660 0 -0.002352 -0.000921 0.002526 0.495546 -0.008452 -0.213615 -0.003072 -0.218148
2.766667 2.899440 -0.139722 0.131137 2.912990 -0.144881 0.131290 -1.108510 0.495531 3.143040 -0.020537 0.261502 -0.836594 0.450816 1 0.182557 -0.039480 0.015495 0.042412 -0.031310 0.014869 0.034661 -0.033260 0 -0.009547 -0.002556 0.009883 0.462286 -0.047932 -0.198120 -0.034382 -0.203279
2.783333 2.938190 -0.127608 0.132024 2.924300 -0.129707 0.131739 -1.190700 0.451938 3.158010 -0.016253 0.259793 -0.309077 0.478375 1 0.178586 0.038750 0.012114 0.040599 0.011310 0.015174 0.018925 -0.082190 0 0.021431 -0.014970 0.026142 0.380096 -0.009182 -0.186006 -0.023072 -0.188105
2.800000 2.931870 -0.113138 0.131629 2.926760 -0.114726 0.131612 -1.247800 0.401824 3.165290 -0.013362 0.259179 -0.136148 0.448712 1 0.180457 -0.006320 0.014470 0.015790 0.002460 0.014981 0.015182 -0.057100 0 0.012356 -0.017510 0.021431 0.322996 -0.015502 -0.171536 -0.020612 -0.173124
2.816667 2.895540 -0.097152 0.130777 2.906930 -0.099689 0.130973 -1.266770 0.359673 3.150710 -0.008018 0.260453 -0.318463 0.437731 1 0.191523 -0.036330 0.015986 0.039692 -0.019830 0.015037 0.024886 -0.018970 0 -0.006662 -0.011163 0.013000 0.304026 -0.051832 -0.155550 -0.040442 -0.158087
2.833333 2.875100 -0.081871 0.128820 2.886020 -0.084469 0.129401 -1.300480 0.318314 3.134270 -0.002667 0.261375 -0.451028 0.424192 1 0.187162 -0.020440 0.015281 0.025521 -0.020910 0.015221 0.025863 -0.033710 0 -0.007286 -0.009407 0.011899 0.270316 -0.072272 -0.140269 -0.061352 -0.142867
2.850000 2.896900 -0.067234 0.131936 2.888110 -0.068683 0.130971 -1.366620 0.266501 3.139710 0.000002 0.260805 -0.325608 0.384486 1 0.316348 0.021800 0.014637 0.026258 0.002090 0.015785 0.015923 -0.066140 0 0.012578 -0.014354 0.019085 0.204176 -0.050472 -0.125632 -0.059262 -0.127081
2.866667 2.916450 -0.052049 0.133223 2.916450 -0.052049 0.133223 -1.470750 0.266501 3.139710 0.000002 0.000000 -0.325608 0.384486 0 0.316348 0.019550 0.015185 0.024754 0.028340 0.016634 0.032861 -0.104130 0 nan nan nan 0.100046 -0.030922 -0.110447 -0.030922 -0.110447
2.883333 2.885820 -0.035684 0.131385 2.886140 -0.035889 0.131387 -1.513430 0.061065 3.145900 -0.020007 0.260244 -0.002920 0.005789 1 0.194622 -0.030630 0.016365 0.034728 -0.030310 0.016160 0.034349 -0.042680 0 -0.000264 -0.000756 0.000801 0.057366 -0.061552 -0.094082 -0.061232 -0.094287
2.900000 2.858140 -0.020735 0.130340 2.867320 -0.026227 0.130520 -1.447420 0.092649 3.128200 -0.001987 0.262007 -0.380809 0.233974 1 0.185749 -0.027680 0.014949 0.031459 -0.018820 0.009661 0.021155 0.066010 0 -0.010045 0.013496 0.016823 0.123376 -0.089232 -0.079133 -0.080052 -0.084625
2.916667 2.847980 -0.005049 0.129374 2.847980 -0.005049 0.129374 -1.597960 0.092649 3.128200 -0.001987 0.000000 -0.380809 0.233974 0 0.185749 -0.010160 0.015686 0.018689 -0.019340 0.021178 0.028680 -0.150540 0 nan nan nan 0.027164 -0.099392 -0.063447 -0.099392 -0.063447
2.933333 2.867440 0.010504 0.133611 2.867760 0.010449 0.133606 -1.536890 0.028372 3.127450 0.017819 0.259799 0.001954 0.001577 1 0.186023 0.019460 0.015554 0.024912 0.019780 0.015498 0.025128 0.061070 0 -0.000360 0.001493 0.001535 0.033906 -0.079932 -0.047894 -0.079612 -0.047949
2.950000 2.852870 0.026501 0.129316 2.857720 0.021427 0.130059 -1.601990 -0.002248 3.117390 0.020844 0.259669 -0.195921 0.212724 1 0.226634 -0.014570 0.015997 0.021637 -0.010040 0.010978 0.014877 -0.065100 0 -0.004977 -0.002442 0.005544 0.031194 -0.094502 -0.031897 -0.089652 -0.036971
2.966667 2.850830 0.041639 0.133639 2.852220 0.036696 0.132561 -1.654020 -0.035424 3.112280 0.027480 0.260231 -0.248511 0.424471 1 0.135066 -0.002040 0.015138 0.015275 -0.005500 0.015269 0.016229 -0.052030 0 -0.002120 -0.007473 0.007768 0.083224 -0.096542 -0.016759 -0.095152 -0.021702
2.983333 2.877450 0.057650 0.133613 2.867310 0.052952 0.133371 -1.610730 -0.039342 3.127010 0.042730 0.259903 0.115746 0.590748 1 0.125654 0.026620 0.016011 0.031064 0.015090 0.016256 0.022180 0.043290 0 0.010136 0.004544 0.011108 0.039934 -0.069922 -0.000748 -0.080062 -0.005446
3.000000 2.859000 0.072865 0.134174 2.859000 0.072865 0.134174 -1.728630 -0.039342 3.127010 0.042730 0.000000 0.115746 0.590748 0 0.125654 -0.018450 0.015215 0.023914 -0.008310 0.019913 0.021577 -0.117900 0 nan nan nan 0.157834 -0.088372 0.014467 -0.088372 0.014467
3.016667 2.839310 0.087496 0.133644 2.839950 0.087736 0.133645 -1.800920 -0.223413 3.093580 0.030110 0.260092 -0.002215 -0.008345 1 0.134211 -0.019690 0.014631 0.024531 -0.019050 0.014871 0.024167 -0.072290 0 -0.001034 -0.001940 0.002199 0.230124 -0.108062 0.029098 -0.107422 0.029338
3.033333 2.886200 0.103928 0.137061 2.871000 0.098260 0.136470 -1.776700 -0.215177 3.124760 0.042797 0.259752 0.633182 0.228603 1 0.140706 0.046890 0.016432 0.049686 0.031050 0.010524 0.032785 0.024220 0 0.015705 0.008024 0.017636 0.205904 -0.061172 0.045530 -0.076372 0.039861
3.050000 2.912160 0.127381 0.139367 2.902130 0.119014 0.139127 -1.831080 -0.233811 3.153680 0.059102 0.258590 1.090500 0.603338 1 0.135114 0.025960 0.023453 0.034985 0.031130 0.020754 0.037414 -0.054380 0 0.008360 0.001729 0.008537 0.260284 -0.035212 0.068983 -0.045242 0.060616
3.066667 2.894020 0.141088 0.138685 2.903530 0.137798 0.139280 -1.909840 -0.273180 3.153440 0.067778 0.259529 0.742368 0.671848 1 0.136098 -0.018140 0.013707 0.022736 0.001400 0.018784 0.018836 -0.078760 0 -0.014665 -0.013006 0.019602 0.339044 -0.053352 0.082690 -0.043842 0.079400
3.083333 2.888760 0.154788 0.140361 2.899710 0.154011 0.140459 -1.966210 -0.319760 3.146520 0.072288 0.259984 0.445961 0.618555 1 0.108608 -0.005260 0.013700 0.014675 -0.003820 0.016213 0.016657 -0.056370 0 -0.017837 -0.017643 0.025089 0.395414 -0.058612 0.096390 -0.047662 0.095613
3.100000 2.902580 0.169360 0.141196 2.905420 0.169042 0.141382 -2.009200 -0.367969 3.147920 0.075551 0.259899 0.373994 0.549933 1 0.140072 0.013820 0.014572 0.020083 0.005710 0.015031 0.016079 -0.042990 0 -0.010020 -0.016516 0.019318 0.438404 -0.044792 0.110962 -0.041952 0.110644
3.116667 2.932910 0.184421 0.143705 2.924990 0.183683 0.143385 -2.047180 -0.415671 3.162900 0.078674 0.260051 0.471207 0.493582 1 0.141988 0.030330 0.015061 0.033864 0.019570 0.014641 0.024441 -0.037980 0 0.001107 -0.013504 0.013549 0.476384 -0.014462 0.126023 -0.022382 0.125285
3.133333 2.946660 0.198196 0.145647 2.941970 0.197764 0.145375 -2.091360 -0.464326 3.174550 0.081277 0.260120 0.507827 0.442765 1 0.198461 0.013750 0.013775 0.019463 0.016980 0.014081 0.022059 -0.044180 0 -0.002226 -0.012456 0.012654 0.520564 -0.000712 0.139798 -0.005402 0.139366
3.150000 2.980860 0.213266 0.147719 2.968480 0.211936 0.147442 -2.127080 -0.510701 3.196140 0.084385 0.260954 0.612913 0.408584 1 0.131848 0.034200 0.015070 0.037373 0.026510 0.014172 0.030060 -0.035720 0 0.006328 -0.008911 0.010930 0.556284 0.033488 0.154868 0.021108 0.153538
3.166667 2.982710 0.225282 0.149583 2.983010 0.225348 0.149394 -2.185870 -0.562279 3.203500 0.086410 0.260616 0.593371 0.370164 1 0.148097 0.001850 0.012016 0.012158 0.014530 0.013412 0.019774 -0.058790 0 -0.007937 -0.011508 0.013980 0.615074 0.035338 0.166884 0.035638 0.166950
3.183333 2.906540 0.230968 0.146138 2.951450 0.236253 0.147784 -2.265090 -0.622443 3.158210 0.087882 0.254487 0.247092 0.325571 1 0.139275 -0.076170 0.005686 0.076382 -0.031560 0.010905 0.033391 -0.079220 0 -0.056095 -0.019745 0.059469 0.694294 -0.040832 0.172570 0.004078 0.177855
3.200000 3.021560 0.250970 0.152845 2.991710 0.248771 0.151549 -2.276880 -0.671692 3.194580 0.087490 0.259165 0.427803 0.293650 1 0.192009 0.115020 0.020002 0.116746 0.040260 0.012518 0.042161 -0.011790 1 0.024181 -0.004681 0.024630 0.706084 0.074188 0.192572 0.044338 0.190373
3.216667 3.056030 0.264204 0.155744 3.030370 0.261476 0.154821 -2.317900 -0.719055 3.228520 0.088018 0.263344 0.566745 0.272084 1 0.186304 0.034470 0.013234 0.036923 0.038660 0.012705 0.040694 -0.041020 0 0.020715 -0.002761 0.020898 0.747104 0.108658 0.205806 0.082998 0.203078
3.233333 3.013220 0.270290 0.154503 3.030440 0.272478 0.155197 -2.383690 -0.770546 3.216930 0.091452 0.259899 0.464903 0.260916 1 0.194673 -0.042810 0.006086 0.043240 0.000070 0.011002 0.011002 -0.065790 0 -0.025056 -0.009921 0.026948 0.812894 0.065848 0.211892 0.083068 0.214080
3.250000 3.066430 0.284188 0.158164 3.055740 0.283569 0.157675 -2.424630 -0.821175 3.233970 0.092106 0.261581 0.506720 0.242956 1 0.188009 0.053210 0.013898 0.054995 0.025300 0.011091 0.027624 -0.040940 0 0.004344 -0.005099 0.006698 0.853834 0.119058 0.225790 0.108368 0.225171
3.266667 3.006880 -0.179203 0.198552 3.006880 -0.179203 0.198552 -1.050230 -0.821175 3.233970 0.092106 0.000000 0.506720 0.242956 0 0.188009 -0.059550 -0.463391 0.467202 -0.048860 -0.462772 0.465344 1.374400 1 nan nan nan 0.520566 0.059508 -0.237601 0.059508 -0.237601
3.283333 3.058670 -0.168873 0.202721 3.059210 -0.169612 0.202716 -1.136700 0.441443 3.292620 -0.059317 0.258154 0.006006 0.024871 1 0.192711 0.051790 0.010330 0.052810 0.052330 0.009591 0.053202 -0.086470 0 0.000260 -0.000979 0.001013 0.434096 0.111298 -0.227271 0.111838 -0.228010
3.300000 3.029250 -0.153889 0.198516 3.039230 -0.158645 0.199244 -1.184610 0.413012 3.278170 -0.053934 0.260885 -0.407601 0.227830 1 0.181145 -0.029420 0.014984 0.033016 -0.019980 0.010967 0.022792 -0.047910 0 -0.007249 -0.001690 0.007443 0.386186 0.081878 -0.212287 0.091858 -0.217043
